surah_number,verse_number,page,x,y
24,22,352,0.9349,0.595
24,23,352,0.8264,0.659
24,24,352,0.2403,0.772
24,25,352,0.0651,0.894
24,26,353,0.8543,0.176
24,27,353,0.0698,0.238
24,28,353,0.276,0.352
24,29,353,0.0729,0.894
24,30,354,0.062,0.117
24,31,354,0.9318,0.479
24,32,354,0.462,0.534
24,33,354,0.4481,0.836
24,34,354,0.0682,0.896
24,35,355,0.0713,0.114
24,36,355,0.5829,0.233
24,37,355,0.0698,0.354
24,38,355,0.2233,0.538
24,39,355,0.2171,0.653
24,40,355,0.3736,0.713
24,41,355,0.0729,0.896
24,42,356,0.0651,0.057
24,43,356,0.4868,0.234
24,44,356,0.2295,0.294
24,45,356,0.4667,0.42
24,46,356,0.3535,0.478
24,47,356,0.6589,0.538
24,48,356,0.0636,0.596
24,49,356,0.1395,0.719
24,50,356,0.0558,0.775
24,51,356,0.0605,0.9
24,52,357,0.6248,0.179
24,53,357,0.0682,0.416
24,54,357,0.8372,0.539
24,55,357,0.4047,0.594
24,56,357,0.0667,0.895
24,57,358,0.645,0.169
24,58,358,0.7209,0.349
24,59,358,0.0713,0.898
24,60,359,0.4527,0.291
24,61,359,0.2527,0.47
24,62,359,0.0667,0.591
24,63,359,0.9364,0.836
24,64,359,0.0713,0.895
25,1,360,0.6233,0.173
25,2,360,0.9318,0.294
25,3,360,0.5101,0.352
25,4,360,0.1488,0.413
25,5,360,0.2109,0.533
25,6,360,0.155,0.658
25,7,360,0.8202,0.779
25,8,360,0.107,0.838
25,9,360,0.0698,0.9
25,10,361,0.1457,0.049
25,11,361,0.0713,0.109
25,12,361,0.1147,0.17
25,13,361,0.6357,0.289
25,14,361,0.431,0.354
25,15,361,0.4341,0.474
25,16,361,0.1581,0.594
25,17,361,0.0682,0.716
25,18,361,0.0713,0.898
25,19,362,0.9287,0.174
25,20,362,0.7132,0.233
25,21,362,0.7163,0.292
25,22,362,0.6899,0.355
25,23,362,0.8248,0.416
25,24,362,0.6574,0.477
25,25,362,0.3845,0.536
25,26,362,0.7411,0.599
25,27,362,0.2775,0.66
25,28,362,0.1767,0.722
25,29,362,0.8109,0.842
25,30,362,0.0682,0.902
25,31,363,0.0713,0.049
25,32,363,0.555,0.17
25,33,363,0.3333,0.229
25,34,363,0.1535,0.288
25,35,363,0.2713,0.412
25,36,363,0.2915,0.473
25,37,363,0.3829,0.532
25,38,363,0.507,0.653
25,39,363,0.2419,0.717
25,40,363,0.1752,0.837
25,41,363,0.0729,0.898
25,42,364,0.4636,0.112
25,43,364,0.9349,0.229
25,44,364,0.3581,0.231
25,45,364,0.0667,0.293
25,46,364,0.5628,0.413
25,47,364,0.3581,0.474
25,48,364,0.2403,0.532
25,49,364,0.4744,0.593
25,50,364,0.3907,0.654
25,51,364,0.6961,0.776
25,52,364,0.4465,0.834
25,53,364,0.0651,0.894
25,54,365,0.4558,0.048
25,55,365,0.2124,0.11
25,56,365,0.7256,0.231
25,57,365,0.8202,0.352
25,58,365,0.3907,0.413
25,59,365,0.1442,0.472
25,60,365,0.7736,0.594
25,61,365,0.1845,0.657
25,62,365,0.3659,0.716
25,63,365,0.9364,0.836
25,64,365,0.3783,0.836
25,65,365,0.0698,0.898
25,66,366,0.831,0.169
25,67,366,0.8155,0.229
25,68,366,0.814,0.35
25,69,366,0.8248,0.409
25,70,366,0.6884,0.471
25,71,366,0.4202,0.53
25,72,366,0.6636,0.649
25,73,366,0.2527,0.708
25,74,366,0.4062,0.77
25,75,366,0.0651,0.827
25,76,367,0.8326,0.12
25,77,367,0.3488,0.118
26,1,367,0.6589,0.179
26,2,367,0.6078,0.238
26,3,367,0.6062,0.297
26,4,367,0.7411,0.359
26,5,367,0.8512,0.418
26,6,367,0.1349,0.414
26,7,367,0.5829,0.479
26,8,367,0.7953,0.537
26,9,367,0.3473,0.536
26,10,367,0.7535,0.6
26,11,367,0.7566,0.658
26,12,367,0.1318,0.656
26,13,367,0.2605,0.716
26,14,367,0.4698,0.778
26,15,367,0.938,0.837
26,16,367,0.0698,0.837
26,17,367,0.0729,0.897
26,18,368,0.4713,0.044
26,19,368,0.3054,0.106
26,20,368,0.5318,0.167
26,21,368,0.9349,0.227
26,22,368,0.9333,0.287
26,23,368,0.4512,0.288
26,24,368,0.8109,0.35
26,25,368,0.0682,0.348
26,26,368,0.1132,0.408
26,27,368,0.1271,0.47
26,28,368,0.5457,0.53
26,29,368,0.7783,0.591
26,30,368,0.2031,0.59
26,31,368,0.5628,0.653
26,32,368,0.8388,0.713
26,33,368,0.769,0.774
26,34,368,0.9302,0.832
26,35,368,0.3256,0.831
26,36,368,0.614,0.893
26,37,368,0.0667,0.893
26,38,369,0.3302,0.047
26,39,369,0.2047,0.108
26,40,369,0.5783,0.169
26,41,369,0.9364,0.229
26,42,369,0.8031,0.291
26,43,369,0.9364,0.348
26,44,369,0.5008,0.348
26,45,369,0.0713,0.349
26,46,369,0.6791,0.41
26,47,369,0.3209,0.531
26,48,369,0.6946,0.593
26,49,369,0.7163,0.653
26,50,369,0.8155,0.714
26,51,369,0.2186,0.717
26,52,369,0.7101,0.775
26,53,369,0.3674,0.775
26,54,369,0.9349,0.831
26,55,369,0.431,0.837
26,56,369,0.0698,0.836
26,57,369,0.4775,0.895
26,58,369,0.0822,0.895
26,59,370,0.1194,0.052
26,60,370,0.5178,0.112
26,61,370,0.0651,0.173
26,62,370,0.6295,0.234
26,63,370,0.0667,0.231
26,64,370,0.6264,0.297
26,65,370,0.8155,0.357
26,66,370,0.2744,0.355
26,67,370,0.7504,0.418
26,68,370,0.1504,0.417
26,69,370,0.4295,0.477
26,70,370,0.8295,0.536
26,71,370,0.3829,0.538
26,72,370,0.7023,0.597
26,73,370,0.1488,0.595
26,74,370,0.5674,0.658
26,75,370,0.9333,0.717
26,76,370,0.4915,0.718
26,77,370,0.9318,0.782
26,78,370,0.3907,0.781
26,79,370,0.8264,0.843
26,80,370,0.9318,0.902
26,81,370,0.076,0.898
26,82,371,0.4093,0.05
26,83,371,0.8341,0.111
26,84,371,0.2682,0.112
26,85,371,0.8326,0.173
26,86,371,0.3876,0.172
26,87,371,0.8481,0.236
26,88,371,0.4279,0.234
26,89,371,0.938,0.294
26,90,371,0.4589,0.293
26,91,371,0.7426,0.355
26,92,371,0.276,0.355
26,93,371,0.8217,0.415
26,94,371,0.355,0.416
26,95,371,0.7395,0.477
26,96,371,0.262,0.477
26,97,371,0.7302,0.537
26,98,371,0.3752,0.538
26,99,371,0.0698,0.537
26,100,371,0.445,0.599
26,101,371,0.6899,0.66
26,102,371,0.1674,0.66
26,103,371,0.6512,0.72
26,104,371,0.0713,0.721
26,105,371,0.6295,0.781
26,106,371,0.262,0.782
26,107,371,0.231,0.842
26,108,371,0.786,0.902
26,109,371,0.076,0.901
26,110,372,0.4419,0.057
26,111,372,0.7581,0.119
26,112,372,0.3519,0.118
26,113,372,0.9333,0.179
26,114,372,0.1209,0.18
26,115,372,0.6326,0.238
26,116,372,0.6744,0.3
26,117,372,0.9333,0.357
26,118,372,0.5674,0.359
26,119,372,0.693,0.42
26,120,372,0.1643,0.419
26,121,372,0.738,0.481
26,122,372,0.1829,0.481
26,123,372,0.7581,0.538
26,124,372,0.3767,0.539
26,125,372,0.3194,0.6
26,126,372,0.7302,0.661
26,127,372,0.0667,0.661
26,128,372,0.4574,0.719
26,129,372,0.0667,0.722
26,130,372,0.4589,0.778
26,131,372,0.0682,0.781
26,132,372,0.6775,0.84
26,133,372,0.9318,0.895
26,134,372,0.0713,0.899
26,135,373,0.5519,0.049
26,136,373,0.2155,0.051
26,137,373,0.5767,0.169
26,138,373,0.1643,0.169
26,139,373,0.4744,0.229
26,140,373,0.0713,0.229
26,141,373,0.6388,0.29
26,142,373,0.6062,0.348
26,143,373,0.0698,0.348
26,144,373,0.645,0.412
26,145,373,0.0698,0.411
26,146,373,0.3767,0.47
26,147,373,0.9349,0.53
26,148,373,0.4636,0.53
26,149,373,0.7225,0.591
26,150,373,0.2016,0.589
26,151,373,0.124,0.649
26,152,373,0.2372,0.712
26,153,373,0.3798,0.771
26,154,373,0.8295,0.832
26,155,373,0.6264,0.892
26,156,373,0.0744,0.892
26,157,374,0.5519,0.05
26,158,374,0.9318,0.111
26,159,374,0.5349,0.109
26,160,374,0.1364,0.11
26,161,374,0.0636,0.17
26,162,374,0.5008,0.231
26,163,374,0.4078,0.292
26,164,374,0.5736,0.356
26,165,374,0.0667,0.353
26,166,374,0.4729,0.416
26,167,374,0.0667,0.416
26,168,374,0.5891,0.476
26,169,374,0.2667,0.474
26,170,374,0.8217,0.6
26,171,374,0.3054,0.596
26,172,374,0.6868,0.66
26,173,374,0.1845,0.657
26,174,374,0.755,0.718
26,175,374,0.3581,0.72
26,176,374,0.3349,0.78
26,177,374,0.5798,0.843
26,178,374,0.0667,0.842
26,179,374,0.0698,0.902
26,180,375,0.3194,0.046
26,181,375,0.7163,0.109
26,182,375,0.7721,0.17
26,183,375,0.7023,0.23
26,184,375,0.1907,0.23
26,185,375,0.0667,0.292
26,186,375,0.3008,0.348
26,187,375,0.7194,0.412
26,188,375,0.2682,0.41
26,189,375,0.8186,0.473
26,190,375,0.2636,0.472
26,191,375,0.8698,0.534
26,192,375,0.4682,0.533
26,193,375,0.6388,0.595
26,194,375,0.0698,0.593
26,195,375,0.3426,0.655
26,196,375,0.5922,0.715
26,197,375,0.8109,0.776
26,198,375,0.1767,0.775
26,199,375,0.6388,0.835
26,200,375,0.2217,0.834
26,201,375,0.6217,0.895
26,202,375,0.0729,0.895
26,203,376,0.4527,0.05
26,204,376,0.7504,0.112
26,205,376,0.2682,0.11
26,206,376,0.7581,0.172
26,207,376,0.1767,0.169
26,208,376,0.6109,0.229
26,209,376,0.7225,0.291
26,210,376,0.2031,0.288
26,211,376,0.3783,0.347
26,212,376,0.6496,0.41
26,213,376,0.1457,0.407
26,214,376,0.6806,0.469
26,215,376,0.2806,0.469
26,216,376,0.8248,0.528
26,217,376,0.1922,0.525
26,218,376,0.707,0.59
26,219,376,0.0667,0.584
26,220,376,0.5039,0.648
26,221,376,0.7891,0.709
26,222,376,0.2062,0.706
26,223,376,0.0651,0.825
26,224,377,0.2589,0.116
26,225,377,0.7891,0.178
26,226,377,0.6248,0.238
26,227,377,0.5612,0.296
27,1,377,0.4667,0.355
27,2,377,0.6884,0.418
27,3,377,0.1287,0.474
27,4,377,0.8264,0.597
27,5,377,0.2915,0.595
27,6,377,0.538,0.717
27,7,377,0.6155,0.777
27,8,377,0.9364,0.896
27,9,377,0.0744,0.893
27,10,378,0.6016,0.112
27,11,378,0.0667,0.173
27,12,378,0.1752,0.291
27,13,378,0.0651,0.353
27,14,378,0.9349,0.535
27,15,378,0.0682,0.654
27,16,378,0.7225,0.776
27,17,378,0.4884,0.834
27,18,378,0.076,0.892
27,19,379,0.707,0.113
27,20,379,0.6667,0.231
27,21,379,0.1287,0.29
27,22,379,0.3085,0.353
27,23,379,0.4186,0.413
27,24,379,0.2341,0.47
27,25,379,0.4791,0.533
27,26,379,0.6031,0.592
27,27,379,0.0698,0.593
27,28,379,0.8155,0.709
27,29,379,0.6264,0.774
27,30,379,0.0682,0.833
27,31,379,0.076,0.894
27,32,380,0.414,0.103
27,33,380,0.1101,0.169
27,34,380,0.0667,0.229
27,35,380,0.7008,0.351
27,36,380,0.3597,0.53
27,37,380,0.2806,0.594
27,38,380,0.9364,0.718
27,39,380,0.9364,0.776
27,40,380,0.0744,0.898
27,41,381,0.5008,0.107
27,42,381,0.7736,0.225
27,43,381,0.431,0.288
27,44,381,0.1628,0.349
27,45,381,0.3473,0.47
27,46,381,0.3225,0.526
27,47,381,0.938,0.648
27,48,381,0.4961,0.709
27,49,381,0.5783,0.771
27,50,381,0.2899,0.83
27,51,381,0.0698,0.889
27,52,382,0.2233,0.11
27,53,382,0.2109,0.172
27,54,382,0.3504,0.233
27,55,382,0.0651,0.288
27,56,382,0.0605,0.472
27,57,382,0.5411,0.655
27,58,382,0.3798,0.775
27,59,382,0.0713,0.896
27,60,383,0.0682,0.117
27,61,383,0.707,0.232
27,62,383,0.3783,0.29
27,63,383,0.276,0.357
27,64,383,0.0698,0.416
27,65,383,0.9395,0.535
27,66,383,0.0682,0.539
27,67,383,0.2078,0.598
27,68,383,0.214,0.657
27,69,383,0.1318,0.72
27,70,383,0.2667,0.778
27,71,383,0.324,0.838
27,72,383,0.0729,0.898
27,73,384,0.4543,0.049
27,74,384,0.4744,0.108
27,75,384,0.7287,0.168
27,76,384,0.7101,0.226
27,77,384,0.1969,0.287
27,78,384,0.4698,0.407
27,79,384,0.2992,0.467
27,80,384,0.9333,0.588
27,81,384,0.1318,0.585
27,82,384,0.5163,0.705
27,83,384,0.8341,0.828
27,84,384,0.0682,0.884
27,85,385,0.0682,0.045
27,86,385,0.6062,0.171
27,87,385,0.7922,0.294
27,88,385,0.2264,0.351
27,89,385,0.0713,0.408
27,90,385,0.8217,0.592
27,91,385,0.2915,0.592
27,92,385,0.1178,0.654
27,93,385,0.7116,0.834
28,1,385,0.076,0.894
28,2,386,0.4419,0.108
28,3,386,0.0651,0.228
28,4,386,0.0698,0.352
28,5,386,0.1922,0.472
28,6,386,0.1814,0.593
28,7,386,0.0605,0.653
28,8,386,0.0667,0.774
28,9,386,0.0713,0.896
28,10,387,0.7535,0.111
28,11,387,0.9395,0.351
28,12,387,0.6775,0.413
28,13,387,0.6651,0.475
28,14,387,0.862,0.593
28,15,387,0.0713,0.716
28,16,387,0.0698,0.834
28,17,387,0.0698,0.897
28,18,388,0.7969,0.109
28,19,388,0.6915,0.291
28,20,388,0.3178,0.351
28,21,388,0.2868,0.533
28,22,388,0.9333,0.658
28,23,388,0.7519,0.843
28,24,388,0.0651,0.899
28,25,389,0.938,0.233
28,26,389,0.7426,0.354
28,27,389,0.7023,0.477
28,28,389,0.6837,0.656
28,29,389,0.7519,0.719
28,30,389,0.0698,0.778
28,31,389,0.0744,0.902
28,32,390,0.1535,0.111
28,33,390,0.2434,0.232
28,34,390,0.2341,0.413
28,35,390,0.6791,0.535
28,36,390,0.0667,0.598
28,37,390,0.7008,0.712
28,38,390,0.2713,0.777
28,39,390,0.0744,0.899
28,40,391,0.662,0.109
28,41,391,0.3535,0.229
28,42,391,0.0682,0.35
28,43,391,0.676,0.531
28,44,391,0.938,0.713
28,45,391,0.5256,0.776
28,46,391,0.0698,0.894
28,47,392,0.1674,0.051
28,48,392,0.2961,0.113
28,49,392,0.0667,0.175
28,50,392,0.4062,0.293
28,51,392,0.6186,0.417
28,52,392,0.2078,0.475
28,53,392,0.5116,0.659
28,54,392,0.3767,0.779
28,55,392,0.0713,0.9
28,56,393,0.4791,0.107
28,57,393,0.6961,0.231
28,58,393,0.6543,0.29
28,59,393,0.7659,0.411
28,60,393,0.2775,0.473
28,61,393,0.4496,0.535
28,62,393,0.4682,0.593
28,63,393,0.1953,0.654
28,64,393,0.4434,0.777
28,65,393,0.5256,0.838
28,66,393,0.0713,0.898
28,67,394,0.062,0.11
28,68,394,0.5457,0.29
28,69,394,0.9333,0.412
28,70,394,0.7302,0.473
28,71,394,0.7659,0.592
28,72,394,0.9333,0.774
28,73,394,0.0682,0.895
28,74,395,0.3426,0.175
28,75,395,0.1938,0.298
28,76,395,0.2047,0.418
28,77,395,0.4264,0.539
28,78,395,0.5225,0.719
28,79,395,0.9395,0.836
28,80,395,0.076,0.9
28,81,396,0.2031,0.11
28,82,396,0.4496,0.231
28,83,396,0.7225,0.35
28,84,396,0.8682,0.595
28,85,396,0.8016,0.658
28,86,396,0.4775,0.718
28,87,396,0.2651,0.782
28,88,396,0.1287,0.84
29,1,396,0.0651,0.896
29,2,397,0.3116,0.108
29,3,397,0.0682,0.229
29,4,397,0.9364,0.351
29,5,397,0.9349,0.532
29,6,397,0.938,0.592
29,7,397,0.4961,0.714
29,8,397,0.9364,0.834
29,9,397,0.0729,0.893
29,10,398,0.9333,0.108
29,11,398,0.3643,0.167
29,12,398,0.2589,0.349
29,13,398,0.7767,0.47
29,14,398,0.4171,0.532
29,15,398,0.4233,0.652
29,16,398,0.4636,0.715
29,17,398,0.755,0.836
29,18,398,0.0729,0.894
29,19,399,0.9364,0.169
29,20,399,0.4868,0.351
29,21,399,0.1814,0.41
29,22,399,0.938,0.593
29,23,399,0.0698,0.659
29,24,399,0.938,0.899
29,25,399,0.0744,0.9
29,26,400,0.0636,0.109
29,27,400,0.1643,0.228
29,28,400,0.4651,0.413
29,29,400,0.9318,0.533
29,30,400,0.9333,0.596
29,31,400,0.9287,0.714
29,32,400,0.5891,0.775
29,33,400,0.0667,0.894
29,34,401,0.9349,0.172
29,35,401,0.2946,0.352
29,36,401,0.555,0.536
29,37,401,0.1969,0.596
29,38,401,0.9333,0.719
29,39,401,0.6171,0.778
29,40,401,0.0729,0.899
29,41,402,0.0667,0.172
29,42,402,0.6481,0.353
29,43,402,0.1705,0.411
29,44,402,0.493,0.533
29,45,402,0.8,0.656
29,46,402,0.7674,0.776
29,47,402,0.0775,0.894
29,48,403,0.4326,0.107
29,49,403,0.4233,0.171
29,50,403,0.9364,0.293
29,51,403,0.9364,0.354
29,52,403,0.169,0.355
29,53,403,0.1457,0.473
29,54,403,0.5132,0.538
29,55,403,0.1457,0.6
29,56,403,0.5457,0.719
29,57,403,0.2884,0.78
29,58,403,0.0698,0.901
29,59,404,0.3132,0.112
29,60,404,0.7411,0.226
29,61,404,0.7674,0.29
29,62,404,0.9333,0.407
29,63,404,0.1767,0.471
29,64,404,0.0651,0.526
29,65,404,0.8651,0.719
29,66,404,0.5969,0.719
29,67,404,0.5953,0.781
29,68,404,0.0651,0.838
29,69,404,0.0651,0.899
30,1,405,0.938,0.109
30,2,405,0.938,0.173
30,3,405,0.5628,0.294
30,4,405,0.6481,0.536
30,5,405,0.1395,0.596
30,6,405,0.2357,0.659
30,7,405,0.5442,0.719
30,8,405,0.1612,0.781
30,9,405,0.4124,0.837
30,10,405,0.0729,0.901
30,11,406,0.5659,0.111
30,12,406,0.6806,0.173
30,13,406,0.5674,0.234
30,14,406,0.9318,0.355
30,15,406,0.738,0.417
30,16,406,0.3659,0.537
30,17,406,0.5116,0.661
30,18,406,0.5922,0.78
30,19,406,0.0651,0.9
30,20,407,0.4047,0.11
30,21,407,0.4512,0.169
30,22,407,0.3938,0.291
30,23,407,0.0667,0.473
30,24,407,0.3876,0.59
30,25,407,0.7442,0.778
30,26,407,0.3953,0.833
30,27,407,0.0744,0.896
30,28,408,0.2791,0.111
30,29,408,0.3411,0.171
30,30,408,0.2713,0.232
30,31,408,0.693,0.353
30,32,408,0.2822,0.413
30,33,408,0.3767,0.535
30,34,408,0.2186,0.654
30,35,408,0.7488,0.835
30,36,408,0.0682,0.895
30,37,409,0.5535,0.112
30,38,409,0.1256,0.176
30,39,409,0.0682,0.237
30,40,409,0.7922,0.356
30,41,409,0.7984,0.477
30,42,409,0.7953,0.596
30,43,409,0.9395,0.78
30,44,409,0.9364,0.842
30,45,409,0.0698,0.898
30,46,410,0.9349,0.11
30,47,410,0.8403,0.172
30,48,410,0.4248,0.233
30,49,410,0.0667,0.355
30,50,410,0.5612,0.476
30,51,410,0.4403,0.598
30,52,410,0.2589,0.66
30,53,410,0.2171,0.781
30,54,410,0.2372,0.842
30,55,410,0.0682,0.9
30,56,411,0.8605,0.185
30,57,411,0.3023,0.183
30,58,411,0.7628,0.243
30,59,411,0.6295,0.301
30,60,411,0.7194,0.362
31,1,411,0.7209,0.478
31,2,411,0.0698,0.538
31,3,411,0.0698,0.596
31,4,411,0.1597,0.654
31,5,411,0.5457,0.832
31,6,411,0.0713,0.893
31,7,412,0.5566,0.052
31,8,412,0.1814,0.114
31,9,412,0.6977,0.231
31,10,412,0.7163,0.353
31,11,412,0.6326,0.534
31,12,412,0.4481,0.656
31,13,412,0.7008,0.777
31,14,412,0.3163,0.835
31,15,412,0.062,0.894
31,16,413,0.8155,0.046
31,17,413,0.3721,0.171
31,18,413,0.3302,0.292
31,19,413,0.5783,0.412
31,20,413,0.9364,0.532
31,21,413,0.0698,0.532
31,22,413,0.3442,0.654
31,23,413,0.3659,0.711
31,24,413,0.2372,0.833
31,25,413,0.0729,0.891
31,26,414,0.831,0.047
31,27,414,0.6496,0.169
31,28,414,0.214,0.229
31,29,414,0.3442,0.349
31,30,414,0.9318,0.529
31,31,414,0.8031,0.704
31,32,414,0.0667,0.827
31,33,415,0.8636,0.109
31,34,415,0.938,0.168
32,1,415,0.1302,0.227
32,2,415,0.7984,0.411
32,3,415,0.1473,0.47
32,4,415,0.2806,0.53
32,5,415,0.2171,0.592
32,6,415,0.4481,0.651
32,7,415,0.6884,0.774
32,8,415,0.3085,0.833
32,9,415,0.0744,0.893
32,10,416,0.9333,0.17
32,11,416,0.0651,0.229
32,12,416,0.231,0.35
32,13,416,0.3767,0.472
32,14,416,0.814,0.595
32,15,416,0.6791,0.649
32,16,416,0.7566,0.712
32,17,416,0.3395,0.774
32,18,416,0.0698,0.894
32,19,417,0.6558,0.11
32,20,417,0.2341,0.171
32,21,417,0.5922,0.29
32,22,417,0.1984,0.349
32,23,417,0.9364,0.468
32,24,417,0.938,0.587
32,25,417,0.0667,0.65
32,26,417,0.0682,0.709
32,27,417,0.9364,0.823
32,28,417,0.0806,0.827
32,29,418,0.5225,0.17
32,30,418,0.3566,0.232
33,1,418,0.5984,0.291
33,2,418,0.369,0.475
33,3,418,0.9349,0.711
33,4,418,0.076,0.899
33,5,419,0.0667,0.109
33,6,419,0.9364,0.233
33,7,419,0.6403,0.355
33,8,419,0.5969,0.478
33,9,419,0.7178,0.538
33,10,419,0.3364,0.598
33,11,419,0.8667,0.783
33,12,419,0.4155,0.844
33,13,419,0.0682,0.9
33,14,420,0.631,0.109
33,15,420,0.6946,0.228
33,16,420,0.1752,0.297
33,17,420,0.3054,0.529
33,18,420,0.6217,0.715
33,19,420,0.0651,0.776
33,20,420,0.0651,0.897
33,21,421,0.1798,0.111
33,22,421,0.262,0.233
33,23,421,0.538,0.357
33,24,421,0.3597,0.477
33,25,421,0.7736,0.598
33,26,421,0.7395,0.72
33,27,421,0.0698,0.779
33,28,421,0.0713,0.899
33,29,422,0.2527,0.114
33,30,422,0.1659,0.231
33,31,422,0.7752,0.475
33,32,422,0.0636,0.534
33,33,422,0.0729,0.892
33,34,423,0.8512,0.173
33,35,423,0.938,0.476
33,36,423,0.1969,0.532
33,37,423,0.7488,0.658
33,38,423,0.0682,0.717
33,39,423,0.2837,0.779
33,40,423,0.8124,0.839
33,41,423,0.0729,0.9
33,42,424,0.1612,0.057
33,43,424,0.1907,0.119
33,44,424,0.4605,0.178
33,45,424,0.5938,0.237
33,46,424,0.0636,0.297
33,47,424,0.3442,0.479
33,48,424,0.1302,0.535
33,49,424,0.0667,0.895
33,50,425,0.2527,0.227
33,51,425,0.9395,0.413
33,52,425,0.1101,0.84
33,53,425,0.0729,0.897
33,54,426,0.9333,0.233
33,55,426,0.3271,0.293
33,56,426,0.8109,0.416
33,57,426,0.0667,0.475
33,58,426,0.6109,0.658
33,59,426,0.2806,0.779
33,60,426,0.3209,0.84
33,61,426,0.0667,0.9
33,62,427,0.5132,0.117
33,63,427,0.786,0.176
33,64,427,0.9364,0.238
33,65,427,0.6791,0.296
33,66,427,0.6434,0.357
33,67,427,0.6341,0.418
33,68,427,0.0667,0.478
33,69,427,0.1612,0.539
33,70,427,0.6,0.662
33,71,427,0.4016,0.783
33,72,427,0.0729,0.903
33,73,428,0.4155,0.239
34,1,428,0.6791,0.359
34,2,428,0.3256,0.539
34,3,428,0.7473,0.659
34,4,428,0.4682,0.718
34,5,428,0.6915,0.836
34,6,428,0.0682,0.9
34,7,429,0.5054,0.121
34,8,429,0.5891,0.306
34,9,429,0.2016,0.361
34,10,429,0.8388,0.479
34,11,429,0.0667,0.593
34,12,429,0.7798,0.781
34,13,429,0.0729,0.9
34,14,430,0.9333,0.18
34,15,430,0.9349,0.298
34,16,430,0.0651,0.301
34,17,430,0.0651,0.42
34,18,430,0.8093,0.596
34,19,430,0.6155,0.659
34,20,430,0.5876,0.778
34,21,430,0.0698,0.9
34,22,431,0.0636,0.112
34,23,431,0.1178,0.234
34,24,431,0.1147,0.293
34,25,431,0.9395,0.413
34,26,431,0.6465,0.474
34,27,431,0.0698,0.533
34,28,431,0.0698,0.596
34,29,431,0.938,0.711
34,30,431,0.0744,0.893
34,31,432,0.2403,0.115
34,32,432,0.3953,0.355
34,33,432,0.0667,0.416
34,34,432,0.0651,0.477
34,35,432,0.7736,0.598
34,36,432,0.3643,0.718
34,37,432,0.1225,0.776
34,38,432,0.0651,0.897
34,39,433,0.8124,0.116
34,40,433,0.2853,0.173
34,41,433,0.5039,0.294
34,42,433,0.4341,0.472
34,43,433,0.1953,0.533
34,44,433,0.6496,0.656
34,45,433,0.0667,0.77
34,46,433,0.7085,0.895
34,47,433,0.0682,0.894
34,48,434,0.276,0.049
34,49,434,0.7287,0.172
34,50,434,0.7287,0.231
34,51,434,0.7256,0.293
34,52,434,0.5256,0.352
34,53,434,0.0651,0.414
34,54,434,0.7938,0.72
35,1,434,0.1411,0.778
35,2,434,0.0636,0.899
35,3,435,0.938,0.112
35,4,435,0.5504,0.173
35,5,435,0.1426,0.241
35,6,435,0.6636,0.353
35,7,435,0.3101,0.471
35,8,435,0.6264,0.595
35,9,435,0.938,0.776
35,10,435,0.0682,0.891
35,11,436,0.5829,0.23
35,12,436,0.1163,0.414
35,13,436,0.0574,0.536
35,14,436,0.7876,0.655
35,15,436,0.0682,0.66
35,16,436,0.5705,0.721
35,17,436,0.0713,0.895
35,18,437,0.4667,0.054
35,19,437,0.938,0.119
35,20,437,0.5581,0.118
35,21,437,0.1054,0.175
35,22,437,0.7411,0.231
35,23,437,0.5938,0.294
35,24,437,0.8248,0.416
35,25,437,0.0698,0.415
35,26,437,0.6884,0.597
35,27,437,0.5504,0.715
35,28,437,0.4248,0.834
35,29,437,0.0806,0.895
35,30,438,0.3504,0.111
35,31,438,0.5798,0.293
35,32,438,0.0651,0.355
35,33,438,0.8016,0.472
35,34,438,0.3876,0.535
35,35,438,0.3085,0.654
35,36,438,0.3829,0.837
35,37,438,0.0682,0.897
35,38,439,0.6434,0.177
35,39,439,0.5488,0.356
35,40,439,0.6078,0.479
35,41,439,0.6574,0.6
35,42,439,0.9364,0.781
35,43,439,0.0729,0.898
35,44,440,0.0698,0.166
35,45,440,0.8636,0.352
36,1,440,0.5085,0.352
36,2,440,0.1271,0.352
36,3,440,0.6977,0.41
36,4,440,0.307,0.412
36,5,440,0.4992,0.471
36,6,440,0.6961,0.531
36,7,440,0.555,0.594
36,8,440,0.1628,0.653
36,9,440,0.2357,0.714
36,10,440,0.6558,0.836
36,11,440,0.0698,0.898
36,12,441,0.0682,0.049
36,13,441,0.6853,0.169
36,14,441,0.3519,0.228
36,15,441,0.6589,0.29
36,16,441,0.0682,0.288
36,17,441,0.6853,0.412
36,18,441,0.5395,0.474
36,19,441,0.262,0.531
36,20,441,0.4093,0.596
36,21,441,0.5504,0.655
36,22,441,0.7984,0.78
36,23,441,0.3349,0.776
36,24,441,0.6512,0.838
36,25,441,0.8,0.9
36,26,441,0.0791,0.898
36,27,442,0.7674,0.11
36,28,442,0.9349,0.17
36,29,442,0.7628,0.231
36,30,442,0.5891,0.291
36,31,442,0.9349,0.355
36,32,442,0.6419,0.415
36,33,442,0.3953,0.475
36,34,442,0.2791,0.535
36,35,442,0.6465,0.658
36,36,442,0.6527,0.719
36,37,442,0.5039,0.778
36,38,442,0.5736,0.839
36,39,442,0.0667,0.896
36,40,443,0.1814,0.055
36,41,443,0.5721,0.116
36,42,443,0.6837,0.174
36,43,443,0.1411,0.175
36,44,443,0.0682,0.237
36,45,443,0.9364,0.358
